id,llm,P,R,F,hash
10051_3,bigcode/starcoder2-7b,0.9254516959190369,0.910056471824646,0.9176895618438721,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
10051_3,ibm-granite/granite-8b-code-base,0.9910200238227844,0.9885483384132385,0.9897826313972473,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
70587_16,google/codegemma-7b,0.9886478185653687,0.9874551892280579,0.9880511164665222,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
70587_16,meta-llama/CodeLlama-7b-hf,0.9799336194992065,0.9774549007415771,0.9786927103996277,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
70587_16,Qwen/CodeQwen1.5-7B,0.8793416619300842,0.8797385096549988,0.8795400857925415,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
70587_16,bigcode/starcoder2-7b,0.9805752635002136,0.9782981872558594,0.9794353246688843,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
70587_16,ibm-granite/granite-8b-code-base,0.9838963747024536,0.9811887741088867,0.9825406670570374,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
8369_0,google/codegemma-7b,0.0,0.0,0.0,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
8369_0,meta-llama/CodeLlama-7b-hf,0.7435302138328552,0.6994183659553528,0.72079998254776,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
8369_0,Qwen/CodeQwen1.5-7B,0.0,0.0,0.0,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
8369_0,bigcode/starcoder2-7b,0.6752971410751343,0.6987133026123047,0.6868057250976562,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
8369_0,ibm-granite/granite-8b-code-base,0.0,0.0,0.0,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
175634_1,google/codegemma-7b,0.8111349940299988,0.8160607218742371,0.813590407371521,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
175634_1,meta-llama/CodeLlama-7b-hf,0.8144553303718567,0.8092625141143799,0.8118506669998169,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
175634_1,Qwen/CodeQwen1.5-7B,0.7889790534973145,0.7958973050117493,0.7924231290817261,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
175634_1,bigcode/starcoder2-7b,0.8027946949005127,0.8254465460777283,0.8139630556106567,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
175634_1,ibm-granite/granite-8b-code-base,0.809986412525177,0.8192412853240967,0.8145876526832581,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
97801_0,google/codegemma-7b,0.9842791557312012,0.9846398830413818,0.9844594597816467,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
97801_0,meta-llama/CodeLlama-7b-hf,0.9774194955825806,0.9801983833312988,0.9788069725036621,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
97801_0,Qwen/CodeQwen1.5-7B,0.928658664226532,0.9155452251434326,0.9220553040504456,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
97801_0,bigcode/starcoder2-7b,0.9784537553787231,0.9779924154281616,0.9782230257987976,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
97801_0,ibm-granite/granite-8b-code-base,0.9902266263961792,0.9897936582565308,0.990010142326355,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
52480_0,google/codegemma-7b,0.7209240198135376,0.642846405506134,0.6796501874923706,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
52480_0,meta-llama/CodeLlama-7b-hf,0.7357769012451172,0.640450119972229,0.6848120093345642,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
52480_0,Qwen/CodeQwen1.5-7B,0.7001105546951294,0.6824314594268799,0.6911579966545105,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
52480_0,bigcode/starcoder2-7b,0.7204124927520752,0.6437857151031494,0.6799470782279968,microsoft__codebert-base_L9_no-idf_version=0.3.12(hug_trans=5.0.0rc3)_no-rescaled_slow-tokenizer_context_nl
